Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,0.01683390885592,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9985029697418,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.055729220
2,0.01781426556408,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0054731369019,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.059153160
3,0.01508602593094,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0043725967407,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.062580620
4,0.01399704813957,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9999163150787,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.066000480
5,0.01350179128349,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9958889484406,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.069409060
6,0.02075226791203,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0217161178589,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.072830120
7,0.01637461222708,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0018405914307,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.076241580
8,0.02153243124485,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0049476623535,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.079670700
9,0.01444393675774,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9960539340973,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.083110320
10,0.01442155428231,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9933571815491,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.086536360
11,0.0142353978008,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0014128684998,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.089962660
12,0.02132365852594,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9951660633087,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.093387200
13,0.01727566868067,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9953634738922,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.096805360
14,0.01794112473726,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0001468658447,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.100219460
15,0.01438107620925,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9963815212250,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.103643340
16,0.01393430307508,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0012655258179,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.107050500
17,0.01428979542106,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0008049011230,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.110478200
18,0.0210122410208,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0004596710205,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.113893020
19,0.01656553894281,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0006070137024,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.117312360
20,0.01673358306289,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0029916763306,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.120734500
21,0.01485869754106,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0021858215332,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.124131760
22,0.006607578136027,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9929795265198,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.127547620
23,0.006310658995062,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9952807426453,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.130976140
24,0.01147253811359,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9999990463257,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.134397600
25,0.009344150312245,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0184946060181,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.137806940
26,0.009516539983451,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9917459487915,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.141247480
27,0.007007144391537,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9986183643341,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.144677280
28,0.006785089615732,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0006070137024,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.148083900
29,0.007746669929475,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9996037483215,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.151521500
30,0.008629834279418,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9976150989532,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.154946820
31,0.01057075988501,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,4.0073642730713,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.158362380
32,0.007252509705722,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9996864795685,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.161780880
33,0.008250495418906,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9963164329529,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.165194300
34,0.01646869257092,Amp DC,.1,6.5,F,F,F,F,F,F,Front,F,Main,3.9963490962982,Volt DC,10,T,2W,F,F,03/04/2024,18:44:08,.168617820
